id,app,url,last_time_fetched
730,Counter-Strike 2,https://store.steampowered.com/app/730
2357570,Overwatch,https://store.steampowered.com/app/2357570
570,Dota 2,https://store.steampowered.com/app/570
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,https://store.steampowered.com/app/578080
440,Team Fortress 2,https://store.steampowered.com/app/440
109600,PAYDAY 2,https://store.steampowered.com/app/109600
304930,Unturned,https://store.steampowered.com/app/304930
252950,Rocket League,https://store.steampowered.com/app/252950
